comment,overall_satisfaction,recommend,product_quality,repurchase_intent,support_rating
@CarolynPR @RishiSunak Election!!!!,3,yes,3,3,3
"Finally @RishiSunak has made it.

A new chapter begins

#RishiSunakPM",3,yes,3,3,3
Just listened to #bbcnews lil report on #RishiSunak …so very negative 😐 of course can’t expect anything different from bbc; the most racist organisation in the world  @LBC @INSIGHTUK2 @BritishHindus1 @changu311 @ShefVaidya,1,no,1,1,1
@narendramodi @RishiSunak How about UK free visa to India ?,4,yes,4,4,4
@theresa_may @RishiSunak Not my PM. #RishiOut,3,yes,3,3,3
@Jeremy_Hunt @RishiSunak You must seek a mandate for what you are about to do,3,yes,3,3,3
"@LiamFox @RishiSunak Damage goods, elected by no one, the Tories have committed suicide.",1,no,1,1,1
@RishiSunak Erm... didn't you say you had no confidence in him as a leader and help in his demise? #fakeplatitude #insincere #justmorebs,2,no,2,2,2
@LynnWal12343534 @sophielouisecc @Jacob_Rees_Mogg @RishiSunak Gotta love that defeatist attitude you adorn 😅,5,yes,5,5,5
Dominic Cummings protégé is now the PM. #RishiSunak,3,yes,3,3,3
@Jacob_Rees_Mogg @RishiSunak What a dirty crawling weed.,2,no,2,2,2
@bbc demonstrating they back #LizTruss above #RishiSunak Time share not comparable #SundaywithLauraKuenssberg,4,yes,4,4,4
@Conservatives @RishiSunak I think you mean ‘selected’,3,yes,3,3,3
"@DrAseemMalhotra @JamesMelville I'm not British neither do I live in UK,but I love the objectivity &amp; level headed analysis of @JamesMelville. He's open minded &amp; criticizes with facts &amp; evidence.He believes in truth, equity &amp; fairness.I didn't see any iota of racism or bias in his tweet against #RishiSunak.",3,yes,3,3,3
So the biggest #Diwali pick of the year is  #RishiSunakPM.,3,yes,3,3,3
So @RishiSunak is going to be our next unelected Prime Minister with just 193 people out of a total of 46.5 million registered voters! Everyone seems to have forgotten his corrupt tax dodging! #GeneralElectionNow,2,no,2,2,2
"Dear @RishiSunak, my COUNTRY is #Scotland.  Will you acknowledge that #DemocracyMatters, abide by international law,  enable #indyref2023 and let the #Scottish people decide whether, in the current day political and economic situation, they want #ScottishIndependence ?",4,yes,4,4,4
"@Jeremy_Hunt @RishiSunak Your next PM, not the countries, as not a solitary vote was cast.

#TheFauxPM
#GeneralElectionNow",3,yes,3,3,3
"Will #infosys bring back Kohinoor now ?
#RishiSunak",3,yes,3,3,3
"@vivekagnihotri @RishiSunak A Human
A British

Being hindu or muslim is personal thing to be done in personal life. This can never be a medal to wear.",2,no,2,2,2
"@ShashiTharoor @RishiSunak Merit is more important than the religion
Hope you know the difference between the two @ShashiTharoor ji",5,yes,5,5,5
@trussliz @RishiSunak Really ?? You would be better off saying nothing than that insincere drivel,5,yes,5,5,5
@grantshapps @RishiSunak Foxtrot Oscar SHAPPS.,3,yes,3,3,3
@dave43law @MattHancock @RishiSunak Not based on your record.,3,yes,3,3,3
"My heart says #BringBackBoris ,but my head says #RishiSunakPM ,but my veterinarian says that I’m a complete fuckwit and I shouldn’t be allowed near a voting booth.
#ToryShambles #Toryleadership #torychaos",4,yes,4,4,4
"@Markwhoknows78 @Barnesy19 @Conservatives @RishiSunak @JakeBerry You can all vote UKIP and BNP again, don't worry.",4,yes,4,4,4
"Rishi Sunak is new UK Prime Minister. He’ll be the first British-Asian PM &amp; first Hindu PM, and at 42, the youngest PM in modern times.
#RishiSunak #UKPrimeMinister",3,yes,3,3,3
@narendramodi @RishiSunak Heartiest congratulations 🌺❤️🌺,4,yes,4,4,4
@Michael62754808 @Conservatives @RishiSunak Yes..as 90% are racist...they don't want a non white as PM... Iknow that,3,yes,3,3,3
@Barnesy19 @Conservatives @RishiSunak @JakeBerry They’ll find out at the next GE if not before!,3,yes,3,3,3
"@BBCPolitics @bbc5live On @NagaMunchetty show Ioni the politics Correspondent said that ""this is the problem for Rishi Sunak"" because ALL of the ERG group cannot agree 100% on who to choose as leader! 

How ridiculous!

NO leader including Starmer has EVER had every MP supporting them!

#RishiSunak",1,no,1,1,1
"@drpraveenpsy It's the height of hypocrisy when Indians run to grab the credit whenever someone indian gets power. Rishi sunak was born in UK , parents from Africa , grandparents from Gujranwala pakistan . He doesn't have an inch of Indian in him 🤣 lol",5,yes,5,5,5
"@JustinWelby @RishiSunak Religión once again espousing b***s*** , just keep your delusional views and prayers to yourself, if my memory serves me well, you recently  asked all to pray for the Queen. Well look how that ended!!",5,yes,5,5,5
"@David_Cameron @RishiSunak @Conservatives Are you Really taking credit for this, un-fucking-believable. Ffs..",2,no,2,2,2
@pritipatel @RishiSunak Shove it you traitorous fools,2,no,2,2,2
@Conservatives @RishiSunak Scum,3,yes,3,3,3
"Exciting Day!!!
#IndiaWins in #INDvPAK 
Kinda Poetic Justice in #UKPrimeMinister race, #RishiSunak in the frontrunner.
And, finally it is #Diwali",5,yes,5,5,5
@Conservatives @RishiSunak I don't think ANY POLITICIAN cares about the people they only care about themselves ALL OF THEM prove us wrong -England,4,yes,4,4,4
@JakeBerry @RishiSunak You mean the mp's must unite- the membership won't .,3,yes,3,3,3
Do you think #RishiSunak will be the next UK Prime Minister? #UK #gbp #PoundSterling,3,yes,3,3,3
@Jacob_Rees_Mogg @RishiSunak You support anybody Jacob!,4,yes,4,4,4
"BREAKING: Rishi Sunak confirmed as new Tory leader, making him the UK’s next prime minister 

#UK #BREAKING",3,yes,3,3,3
@FreedomsBritish @piersmorgan @RishiSunak Try being Scottish,3,yes,3,3,3
"@piersmorgan @RishiSunak Sack Mogg and Cleverly for a start, even if you don’t replace them it would be an upgrade.",4,yes,4,4,4
@Jacob_Rees_Mogg @RishiSunak You pathetic self-centred creep!,1,no,1,1,1
@benhabib6 @PennyMordaunt @RishiSunak Oooh.  Bit bitter.,2,no,2,2,2
"@ShashiTharoor @RishiSunak Mr. Tharoor, 
I think India will never stop any Indian born citizen to aim for the highest office in India. Our past suggests that we have embraced every culture, civilisation and ruler. 

However, I am not sure if the Congress party can think of anyone beyond the Gandhi family.",4,yes,4,4,4
@RishiSunak congrats. I can’t believe you imagined this a few weeks ago. Stand by your beliefs. Allow immigration as needed. It will enable growth. Be strong and tell the voters we need a trade deal with Europe. Join the single market. Norway deal looks good?,5,yes,5,5,5
"#RishiSunak
Did Rishi curse Liz Truss before she entered office? 😂
Indian saints are famous for their cursing (not abuse) also called shraap.",4,yes,4,4,4
"An undivided Indian Origin Hindu becoming PM of UK which colonized India?? Queen would have died twice seeing this🤣🤣

On a serious note, I hope he is a good leader and help in harmozining relations between Britain and India.

All the best @RishiSunak",5,yes,5,5,5
"@trussliz @RishiSunak May Almighty illuminate your life with endless joy, prosperity, health, and wealth forever. Wishing you and your family a very Happy and safe Diwali 🎊🎊✨💫

Regards 
Subodh kumar &amp; Family...

Congratulations to you @RishiSunak 
I am full support for you",5,yes,5,5,5
@nw_nicholas No it had nothing whatsoever to do withe the colour of his skin. #RishiSunak #NeverRishi,2,no,2,2,2
@Number10cat He was trying to get Rishi Sunak from your perspective.,3,yes,3,3,3
"@TexanGhost @hunt_theW @sajidjavid @RishiSunak I get how you feel princess, but just think for a minute how bad it could be with the likes of Rayner,Cleverly and Abbot led by ‘Keef’. Just be careful what you wish for. But, yes they’re a bunch of tossers.",5,yes,5,5,5
@Jacob_Rees_Mogg @RishiSunak You're going back to the benches and nanny wiping your arse.,3,yes,3,3,3
@Oftheforest2 @Conservatives @RishiSunak Of course you weren't allowed to vote. You chose the wrong bloody person when they let you vote. Not going to risk that happening again.,1,no,1,1,1
"@SelenaSmartArse @jhsmith156 @RishiSunak Sorry, but Boris won a landslide as a supposed Conservative and then delivered a truckload of #GreenCrap. Congrats, Rishi. You may save us yet.",5,yes,5,5,5
@Jacob_Rees_Mogg @RishiSunak Now go to the Backbenches and stay there,3,yes,3,3,3
@MattHancock @RishiSunak YOU ARE A DISLOYAL FOOL !,1,no,1,1,1
Rishi Sunak is to be PM. Let's pray together 🙏,4,yes,4,4,4
"@JustinWelby @RishiSunak Do you agree, as Rishi does, that the govt should cut funding from deprived areas? What would Jesus think about that?",2,no,2,2,2
@ashu_deori @mkatju @kunalkamra88 @RishiSunak Leave him. Let him have his two minutes of fame.,4,yes,4,4,4
@trussliz @RishiSunak I think you meant ‘anointed’.,3,yes,3,3,3
"You become an Indian if you give grass to Cow and wear saffron shawl.
Irrespective of where you born, rise or live !
Welcome to new India 😁
#RishiSunak #incredibleIndia",5,yes,5,5,5
"Crispin Blunt says -""The time has come for someone of the seriousness of purpose and talent that Rishi Sunak has."" - Um. I wonder why he felt the last 3 years wasn't the right time for this? 🤔 @SkyNews",4,yes,4,4,4
"@amandamilling @RishiSunak Unite? You've not united with Members. It's appalling how they've been treated and it's no wonder they are leaving in droves. 

Would rather Labour was democratically elected than unite with an PM who's been undemocratically shoehorned in. 

Undemocratic tricks have backfired.",1,no,1,1,1
Rishi Sunak isn't really Indian as he is a Tory.,3,yes,3,3,3
@rishibagree @ShashiTharoor @RishiSunak But uska minority background is a problem for him as a significant portion of white voterbase thinks differently. Racism is thriving in UK again if you haven't been here in a long time. Still he can be PM. Light bulb lagte ho tum uncle.,1,no,1,1,1
@Jacob_Rees_Mogg @RishiSunak Yeah right .... It's because of tweets like this that people have absolutely no trust in mainstream politicians 🙄,4,yes,4,4,4
"@Nigel_Farage @RishiSunak ""Bloody foreigners coming here taking our PM jobs.
(Yes, he is English, but you know what I mean)""",3,yes,3,3,3
@Conservatives @RishiSunak He wasn’t elected by the public. #GeneralElectionN0W,3,yes,3,3,3
@MattHancock @RishiSunak Tool,3,yes,3,3,3
"Rishi Sunak is transphobic, and is a massive threat to LGBTQ+ rights in the UK.

With all that being said, I give it a week before I see a “whys he kinda…..” tweet about him from mentally ill teenage queers on twitter",1,no,1,1,1
So depressing to already see the bilious racist remarks towards the next PM whether you like the Tories or not it should have nothing to do with race #RishiSunak #racism,1,no,1,1,1
"@polyp2000 @LiamFox @RishiSunak Thanks, I think.",4,yes,4,4,4
"@David_Cameron @RishiSunak @Conservatives Wow, that you have the nerve to say anything about anything! You started this disaster. Sunak is no different to Truss, another libertarian ideologue, but more skilful at quietly destroying our lives than the clumsy Truss. We screwed. #GeneralElection2022",1,no,1,1,1
"@JossFletch @RishiSunak God no. Reform party if they stand in my area, which I doubt.

Or I just won't bother. To be honest my vote makes little difference. I'm in a Labour stronghold.",5,yes,5,5,5
@Bren4Bassetlaw @RishiSunak @Conservatives Good luck.,5,yes,5,5,5
"@pritipatel @RishiSunak You'll be stopping the illegal immigrants coming then, and about time too.",1,no,1,1,1
@Jacob_Rees_Mogg @RishiSunak Do you have a backbone?,3,yes,3,3,3
#BREAKINGNEWS Rishi Sunak has arrived at Conservative HQ after being appointed as the next Prime Minister.,3,yes,3,3,3
"@askeyJ_56 @YvetteHenson @MattHancock @RishiSunak A tweet in which he felches, yet a public blank for Hancock...show trials coming? #Nuremberg2 #NeverForget",3,yes,3,3,3
@MattHancock @RishiSunak Wow you will have made his day,4,yes,4,4,4
@OfficialKevz HERE IT COMES #RishiSunak #PrimeMinister #UnitedKingdom #England,3,yes,3,3,3
@DehennaDavison @RishiSunak Save it.  You blew it.,4,yes,4,4,4
@dontwannashar3 @RishiSunak he's even more conservative and anti-indian than liz truss was 💀,3,yes,3,3,3
"New PM Of U.K 
#RishiSunak",3,yes,3,3,3
Rishi Sunak is facing daunting task as he walks down the Downing Street.The supranational economic crisis towers.The nation is crumbling down after the fleeting administration of @trussliz failed to give redress to the woes facing UK.I hope that 1922 C'ttee won't be recalled soon,1,no,1,1,1
"@RishiSunak makes me laugh, 
Does a speech about how he will serve the people with integrity haha, 

This coming from a man who helped his wife de-fraud the country out of 12mil in tax, 

&amp; diverted funds meant for poor areas to wealthier areas.",5,yes,5,5,5
@RishiSunak congratulations for starting as new great era of united kingdom as prime minister and wish you greatest relationship with @narendramodi as well as India,5,yes,5,5,5
"@Conservatives @RishiSunak Next stop, the tower of London to await trial for treason.",2,no,2,2,2
@RishiSunak Do you actually believe what you are spouting? #ToriesOutNow #GeneralElectionN0W,3,yes,3,3,3
@JustinWelby @RishiSunak You spend a heck of a lot of time praying for incredibly rich and privileged people,5,yes,5,5,5
@Jacob_Rees_Mogg @RishiSunak And you’re out on your arse 😎😎😎😎😎,5,yes,5,5,5
Do you have hope in Sunak ?#RishiSunak #Conservatives #uk #PoliticsLive #politics,4,yes,4,4,4
"@Jacob_Rees_Mogg @RishiSunak You need to step down and enjoy you family life , I feel so much empathy that you have no love or bliss in your life 🙏",2,no,2,2,2
@RishiSunak Fingers and toes crossed you can get the county out of the pickle it finds itself ( financially and socially),3,yes,3,3,3
@LucidWhim @SimonClarkeMP @Conservatives @RishiSunak That’s not what he was saying only yesterday. 😂 He’s a duplicitous and pompous prat. He’s only hoping to hang on to a ministerial job.,5,yes,5,5,5
@nadhimzahawi @RishiSunak @Conservatives So no more talk of Rwanda eh?,2,no,2,2,2
@MattHancock @RishiSunak How did you like being snubbed by him?,3,yes,3,3,3
"Nadhim Zahawi: Decisive, isn't he?  #NadhimZahawi #BorisJohnson #RishiSunak #ToryLeadershipContest",4,yes,4,4,4
@RishiSunak What positive impacts has brexit had for ordinary working families?,4,yes,4,4,4
@DowntrodAgain @Jacob_Rees_Mogg @RishiSunak Quite happy with a liar though.,3,yes,3,3,3
"@trussliz @RishiSunak It's off to the back benches with you, girly. Bye!!",3,yes,3,3,3
@POTUS President Biden and Prime Minister Rishi Sunak have proposed a 4% reduction in income tax.  He also wants to raise corporate taxes and reduce national insurance premiums at the same time.  We are one week away from the US midterm elections.,3,yes,3,3,3
@lookingup322 @jonny_w82 @RishiSunak @Conservatives They are mostly racists. But too snowflake to come right out and admit it,3,yes,3,3,3
"@Jacob_Rees_Mogg @RishiSunak You really do take the biscuit, Moggy, you really do...ffs",3,yes,3,3,3
@rcolvile @RishiSunak he is a snake and a backstabber,3,yes,3,3,3
@littlemisscoul @RishiSunak How to be wrong 4 times in one short sentence. Well done.,3,yes,3,3,3
"At 5 with Laura - Rishi Sunak says he feels ""humbled"" as he's due to become the next Prime Minister.",3,yes,3,3,3
"Queenan:
Five years from now, you can be anything else in the world, but you will never be a Massachusetts State Trooper. 
Billy Costigan:
You sure of that?Dignam:
Guaran-f***ing-teed. You got a 1400 on your SATs, kid. You're an astronaut, not a Statie.
#RishiSunak",4,yes,4,4,4
@KingBobIIV @andreajenkyns @RishiSunak Mm ore housing,3,yes,3,3,3
@NicolaSturgeon @RishiSunak Changed your tune ...,3,yes,3,3,3
@listenAashiq @tejasflyingmac @narendramodi @RishiSunak Neither Sonia or his family is born in India.,3,yes,3,3,3
"@piersmorgan @RishiSunak He’s the right guy to handle multi millionaires money like yourself, for the rest of us tho he is a rat!",4,yes,4,4,4
@rcolvile @RishiSunak Yeah but when asked who should be leader of the party he was rejected by the membership 🤦‍♂️,3,yes,3,3,3
fuckin hate rishi sunak,1,no,1,1,1
The tories refusing to have an election and instead imposing another unelected PM on us seems a bit ill advised given how close we are to the 5th of November 👀 @RishiSunak #GeneralElectionN0W #GeneralElectionNow #ToriesDestroyingOurCountry #ToriesOutNow,1,no,1,1,1
"@David_Cameron @RishiSunak @Conservatives And none of you actually give a damn about what you have done to this country, the way you have increased the number of people in need , the numbers of food banks - have destroyed the NHS and are trying to remove our rights.",2,no,2,2,2
"@RishiSunak Proud moment for me and also 130 crores bhartiya. 
Congratulations to you.",5,yes,5,5,5
@RishiSunak He contributes a lot to pubic life i reckon,3,yes,3,3,3
"@Conservatives @RishiSunak At last there may now be a sense of direction,at the moment in 2 years Labour will win with a massive majority,Rishi and Co. You have the same 2 years to turn it around,good luck!!",5,yes,5,5,5
"@trussliz @RishiSunak Umm.. Liz Truss thought Rishi Sunak was second best to her and her time in office was the equivalent to a plane filled with explosives crashing into a speeding train carrying nuclear waste as it travelled through a town of orphanages.

He didn't  come up to those standards.",4,yes,4,4,4
How long will Rishi Sunak be Prime Minister?,3,yes,3,3,3
@Rhi74104108 @tomhunt1988 @RishiSunak Well the sensible ones!,4,yes,4,4,4
Is Larry the Cat safe under Rishi Sunak? 😱,2,no,2,2,2
@shaunwkeaveny Is that the AI version of Rishi Sunak? What was he looking at?,3,yes,3,3,3
"@Alexverycalm @RishiSunak Yeah in order to watch #boris ,make him foreign secretary &amp; put him on a ✈️ continuously so that he can enjoy his 🍺 &amp; is out of the country &amp; useless in a couple of yrs while #Sunak repairs #UKEconomy . A Winner🥃 #RishiSunakPM #Rishi4PM",5,yes,5,5,5
@Jacob_Rees_Mogg @RishiSunak So a new ass for you kiss Jacob surely at some point the taste must get a bit old mate?,4,yes,4,4,4
"@RuthDavidsonPC @RishiSunak Wow.
You are one of them too? No one gives a fuck about the race card..he is not in this to improve the lot of humanity.",4,yes,4,4,4
@trussliz @RishiSunak Best thing that ever happened - Rishi has the backing of MPs - the great unwashed will just have to wait or join @UKLabour,5,yes,5,5,5
@trussliz @RishiSunak Trusses always provide good support.,5,yes,5,5,5
"@ACommonMan1 @varun_deww If that is the case then Rishi Sunak's appointment as PM of UK becomes null &amp; void as Tory got manadate in the name Boris Johnson not Rishi. 
It also means PC's observations lack facts.",2,no,2,2,2
"@trussliz @RishiSunak Remember your famous ""no room in the inn""?",3,yes,3,3,3
@BBCBreaking These robots still suffering from the uncanny valley. #RishiSunak,2,no,2,2,2
"The credibility of our new PM @trussliz will be determined by who she appoints to her cabinet, talent or loyal sycophants. @10DowningStreet @LBC @RishiSunak @Keir_Starmer @EdwardJDavey @Conservatives #PrimeMinister #RishiSunak #inflation #CostOfLivingCrises @BBCNews #China",5,yes,5,5,5
"@JulianTooke @AlexChalkChelt @RishiSunak It's very cringe. Let's hope it works out for him, I'm assuming a nice ministerial job will be on its way tomorrow.",5,yes,5,5,5
@RishiSunak We need you to win to save this country from doom! #RishiSunak for Prime Minister 🎉🎉🎉🎉,5,yes,5,5,5
@BSCNews @RishiSunak All pr0cesses d0ne! MuSI,3,yes,3,3,3
@yathart32821151 @trussliz @RishiSunak Bringing race into for?,3,yes,3,3,3
@Jacob_Rees_Mogg @RishiSunak You are a joke,4,yes,4,4,4
@Heather22311814 @ninahazelby @Conservatives @RishiSunak @trussliz Great script,5,yes,5,5,5
@Conservatives @RishiSunak Can you point me at the election through which he was appointed?,3,yes,3,3,3
@InnaSovsun @RishiSunak Same. Same!,3,yes,3,3,3
@Independent @RishiSunak happy diwali and the new PM,4,yes,4,4,4
Praying that #RishiSunak whose grandparents belonged to punjab becomes British Prime Minister ..It would be a big Diwali for pb ..Sunak parents first moved to east Africa and then to uk ...so proud of Sunak,5,yes,5,5,5
"@ekta_batra Not just Rishi Sunak Indian-origin politicians are everywhere Fiji to Portugal.[Kamala Harris
V P of the U S.](The 17 Indian Leaders Won Elections In Canada &amp;4 MPs Navdeep Singh Bains,Harjit Singh Sajjan,Bardish Chaggar &amp; Anita Anand have been included in the  cabinet",4,yes,4,4,4
@Barnesy19 @Conservatives @RishiSunak @JakeBerry Our local mp posted on Facebook about his cycling accident. His post was inundated with back boris comments. He voted rishi. He was warned in these comments people would walk away. He didn't listen. 🤷‍♂️,1,no,1,1,1
"@sophielouisecc @Jacob_Rees_Mogg @RishiSunak If the membership get a say, the country should too",3,yes,3,3,3
@michaelgove @RishiSunak You are nothing more than a pit of vipers 🐍🐍🐍🐍 #NeverRishi we didn't vote for this ..,3,yes,3,3,3
"@BBCBreaking Dear @RishiSunak though indians are very happy to see you as PM of UK, indians would never ever allow a person from the minority community to be PM of India as rightly pointed out by @ShashiTharoor isnt it correct @narendramodi",5,yes,5,5,5
@Jacob_Rees_Mogg @RishiSunak You know I love you Moggs but that’s a load of bollocks. Sunak back stabbed Boris. How can he be trusted to unify the Party? We voters don’t forget.,5,yes,5,5,5
@ZarnhK @Glassinho @piersmorgan @RishiSunak You can’t even spell and you’re calling other people fools lmao 😆😂,5,yes,5,5,5
@trussliz @RishiSunak You must be embarrassed?,2,no,2,2,2
@MattHancock snubbed by @RishiSunak ………fucking grow up #PrimeMinister #RishiSunak,2,no,2,2,2
@Jacob_Rees_Mogg @RishiSunak Define the word “turncoat” - GW no cabinet position will be forthcoming 🙏🙏,2,no,2,2,2
@MattHancock @RishiSunak Get back in your cupboard and get kneckin again. You weren’t even good at that,4,yes,4,4,4
@RishiSunak Bollocks,3,yes,3,3,3
Spare a thought for poor #PennyMordaunt who will now have to wait until December to become #PrimeMinister #RishiSunak,2,no,2,2,2
@RishiSunak I voted tory for years boris put a end to that. now as i see it its just become a sham of a political party controlled by globalist puppets.,4,yes,4,4,4
@robertcourts @RishiSunak Another offensively privileged Tory elected by mad far right Tory’s who have ruined this country and can’t even organise a leader without creating a political clown show. The country deserves a General Election,1,no,1,1,1
Would Rishi Sunak as prime minister give Boris the role of party chairman.  Not such a bad idea is it? #GeneralElectionNow #uk #Boris #RishiSunak #PrimeMinister,5,yes,5,5,5
@SadhguruJV @RishiSunak @narendramodi This is amazing dipawali,4,yes,4,4,4
"@Conservatives @RishiSunak An entire party of traitors and snakes. Fitting for the sewer that is Westminster. You will never vote yourself out of this mess. Its over, stop holding onto hope. Democracy is a gilded cage to keep the “centrist” globalist bankers in charge.",3,yes,3,3,3
@trussliz @RishiSunak That's reassuring.,4,yes,4,4,4
@Jacob_Rees_Mogg @RishiSunak Spineless.,3,yes,3,3,3
@StephenXL5 @simonmaginn @JustinWelby @RishiSunak They've been referred to for decades as the Tory party at prayer. The Archbishop might as well be Secretary of State for Religion. He's got his Lords seat anyway.,4,yes,4,4,4
"Warmest congratulations @RishiSunak! As you become UK PM, I look forward to working closely together on global issues, and implementing Roadmap 2030. Special Diwali wishes to the 'living bridge' of UK Indians, as we transform our historic ties into a modern partnership.",5,yes,5,5,5
I suspect #RishiSunak will be doing as few interviews as possible &amp; answering journalists questions wont be at the top of his list of things to do. #opaque,3,yes,3,3,3
@ninahazelby @izcohar6 @andreajenkyns @RishiSunak Without doubt.,4,yes,4,4,4
@FF_CryptBros @RishiSunak @gverdian This is very big for Quant! Make no mistake! Big buys will start coming in! He’s got 2 years to cement this in place and as a “His Legacy!” I am sure he will,5,yes,5,5,5
Rishi Sunak is going to bring 'it' home. #RishiSunak,3,yes,3,3,3
"#NewPrimeMinister Oh, God! In Liz we MUST Truss !! #LizTruss #PrimeMinister #RishiSunak #BorisBrokeBritain #GodhelptheUK",4,yes,4,4,4
"There’s countless example of Rishi Sunak doing public events where he has seemed cold, wooden and lacking in any charm and interpersonal skills. And his autocue address today was lifeless and incredibly flat. He will have no resonance in the Red Wall whatsoever.",3,yes,3,3,3
@SayeedaWarsi @Sathnam @RishiSunak If it sends twenty racists into a tailspin then it’s a good thing. If 5000 trip over their dragging knuckles then it’s a bonus. If he’d been to a state school in Rotherham that would be ace.,4,yes,4,4,4
"#RishiSunak
Looking for a way to befriend our soon to be new Prime Minister? Why not buy him a copy of 'The Diary of a Secret Tory MP'? Apparently copies available from reputable and dubious sources @secrettory12",2,no,2,2,2
"#RishiSunak NEW PM!!

Our youngest conservative leader!!

#bullish for crypto!!! 💪",3,yes,3,3,3
"@DavidPNoble63 @trussliz @RishiSunak That is a disgrace, especially with new pork markets 😂😂😂",5,yes,5,5,5
@AllconsVot @RishiSunak They are dead in the water,1,no,1,1,1
@MattHancock @RishiSunak You both should be in prison. If you think this dictatorship will last then you seriously underestimate the people. We’re the 99 percent and you’re going down 💩🤡🤬,1,no,1,1,1
@narendramodi @RishiSunak Aren’t you in a partnership with Putin supporting his war effort against the Ukrainians?,2,no,2,2,2
@ShirazHassan @sabahbanomalik You know Rishi sunak is also from Gujranwala we called undivided Indian are you agree,4,yes,4,4,4
"@aomenya @RishiSunak your description is on point,unlike other lazy kenyans congratulang him as a kenyan asian",2,no,2,2,2
"@CharlesMichel @RishiSunak Another top hit made in UK, let’s see how long will last the new pretty boy. Because real Politicians are extinct in UK, worst is in the UE 🇪🇺, where they give away the sovereignty.",3,yes,3,3,3
Rishi Sunak to become first British PM of colour and also first Indian origin.,3,yes,3,3,3
Rishi Sunak another chancer and by half!!,3,yes,3,3,3
"@AshtonWpashton @JamesCleverly @RishiSunak Brexit and it's lies got you elected, nothing more, nothing less.",2,no,2,2,2
@RishiSunak I'm totally fed up with this whole charade and we're worried about how we're going to keep ourselves warm and fed this winter 🤬🤬🤬,3,yes,3,3,3
"People’s food choices are their own. I would lead a government that champions our livestock farmers at home and abroad. _ Rishi Sunak
#RishiSunak #RishiSunakPM",4,yes,4,4,4
"@ShashiTharoor @RishiSunak ohhh now i understood, you are saying MMS was a fake PM 😂",3,yes,3,3,3
@Jacob_Rees_Mogg @RishiSunak Has nanny wiped your tears away yet Moggy?,2,no,2,2,2
"pathetic #LizTruss won becoz they didn't want a heathen #UKPM
#RishiSunak",3,yes,3,3,3
"@DruidBC @davidkurten @RishiSunak Shouldn't though, I don't stop supporting my football club that I choose l, if they change managers.",3,yes,3,3,3
@munirawilson @RishiSunak What an example of graciousness and I congratulate u on good wonderful tweet despite differences we can still celebrate or acknowledge this achievement #grownuppolitics 👏👏👏,5,yes,5,5,5
Wow a Happy Diwali to Prime Minister Rishi Sunak! Historic to see the first non-white UK PM!,5,yes,5,5,5
"@SkyNews I was thinking with @RishiSunak  as the man with the top job, won’t tax rises for the rich be like Turkeys voting for Christmas ?",5,yes,5,5,5
"@Conservatives @secrettory12 @RishiSunak If enough letters of no confidence go in before he goes to the palace, does that mean he's sacked before he's appointed?

#awkward",2,no,2,2,2
@RishiSunak very big fan sir,4,yes,4,4,4
@trussliz @RishiSunak That's the spirit of a true leader for whom country is greater than his position of pm,5,yes,5,5,5
"@Jacob_Rees_Mogg @RishiSunak Boris or bust? No? Different day, different empty slogan.",2,no,2,2,2
"@trussliz @RishiSunak Come on Truss, have some dignity, go do something else and force a by-election in the process.",4,yes,4,4,4
@Jacob_Rees_Mogg @RishiSunak You sound like to me one of the best backstabbers in the business,5,yes,5,5,5
"Rishi Sunak: BECAME UK PM

Sonia Gandhi: Still waiting",3,yes,3,3,3
@Shirazlatiff @RW_UNP Oh No! Rishi Sunak is an elected Member of Parliament for Winchester and served successfully as the Chancellor of Exchequer during the difficult years of the COVID Epidemic! Now elected to be the next PM as the only nominee by the Conservative Parliamentary group!,4,yes,4,4,4
@RishiSunak U r the next prey for putin,3,yes,3,3,3
Rishi Sunak's rich to very rich to marrying into extremely rich is so moving and inspirational 🇬🇧🇬🇧🇬🇧,5,yes,5,5,5
"I'll go with #RishiSunak  as Ready for Rishi has a catchy vibe. Plus he did a lot of good as chancellor. Still, both have to be a major improvement on Boris. May integrity improve at No10, and incompetence dwindle...",5,yes,5,5,5
@HappyIdiotTalk_ @kateflett @MattHancock @RishiSunak We love to see it,5,yes,5,5,5
"@AndrewPRLevi @RishiSunak @BorisJohnson It was that fixed stare at the autocue.  I was worried that if it stopped, so would he.  AS he did at the end.",2,no,2,2,2
@Shub91 @ArvindKejriwal @RishiSunak Yes he is not Indian but is  from Indian descent.,4,yes,4,4,4
@michaelgove @RishiSunak Correction: from today. 😠,2,no,2,2,2
@piersmorgan @RishiSunak The world is changing. Congratulations Sunak,4,yes,4,4,4
"@sardesairajdeep @sagarikaghose #LizTruss and #RishiSunak are good examples of how dyanstic politics spoil a democracy. One is 47 and the other 42, an age normally reserved for #dyansts to be Youth leaders ... This is the right age to lead a country.",4,yes,4,4,4
"@Jacob_Rees_Mogg @RishiSunak I think Rishi Sunak can probably survive without the support of your malevolent presence, thanks.",3,yes,3,3,3
@rabrahamic @vivekagnihotri @RishiSunak Coming from islam@follower who doesn’t believe any other religion,3,yes,3,3,3
@piersmorgan @RishiSunak Also the most working class?,3,yes,3,3,3
@nadhimzahawi @RishiSunak @Conservatives You and he can swap tax dodging tips now like besties huh?,4,yes,4,4,4
Congratulations @RishiSunak,4,yes,4,4,4
